2026-07-20T17:10:43.069107558Z [inf]  Starting Container
2026-07-20T17:31:58.193131032Z [inf]  2026-07-20T17:31:58+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410871 media=text
2026-07-20T17:31:58.199659673Z [inf]  2026-07-20T17:31:58+0000 | INFO     | aiogram.event | Update id=745899788 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:31:58.199665115Z [inf]  2026-07-20T17:31:58+0000 | INFO     | http | POST /webhook -> 200 (25.2ms)
2026-07-20T17:32:04.534002879Z [inf]  2026-07-20T17:32:04+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899789
2026-07-20T17:32:04.559102472Z [inf]  2026-07-20T17:32:04+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7271515299 message_id=1452209 media=photo
2026-07-20T17:32:05.530135785Z [inf]  2026-07-20T17:32:05+0000 | INFO     | aiogram.event | Update id=745899789 is handled. Duration 982 ms by bot id=1162707887
2026-07-20T17:32:05.530143507Z [inf]  2026-07-20T17:32:05+0000 | INFO     | http | POST /webhook -> 200 (984.9ms)
2026-07-20T17:32:06.195702543Z [inf]  2026-07-20T17:32:06+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899790
2026-07-20T17:32:06.208861620Z [inf]  2026-07-20T17:32:06+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7271515299 message_id=1452210 media=text
2026-07-20T17:32:06.210288873Z [inf]  2026-07-20T17:32:06+0000 | INFO     | aiogram.event | Update id=745899790 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:32:06.210293931Z [inf]  2026-07-20T17:32:06+0000 | INFO     | http | POST /webhook -> 200 (28.3ms)
2026-07-20T17:32:12.314205507Z [inf]  2026-07-20T17:32:12+0000 | INFO     | app.business.handlers | dot-save: message 1410870 is non-media (type=MediaType.TEXT) — skipping
2026-07-20T17:32:12.314215941Z [inf]  2026-07-20T17:32:12+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899791
2026-07-20T17:32:12.314221819Z [inf]  2026-07-20T17:32:12+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410872 media=sticker
2026-07-20T17:32:12.314228094Z [inf]  2026-07-20T17:32:12+0000 | INFO     | app.business.handlers | dot-save: triggered owner=5688354783 chat=5206239564 reply_to=1410870
2026-07-20T17:32:12.314232615Z [inf]  2026-07-20T17:32:12+0000 | INFO     | aiogram.event | Update id=745899791 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:32:12.314237774Z [inf]  2026-07-20T17:32:12+0000 | INFO     | http | POST /webhook -> 200 (31.6ms)
2026-07-20T17:32:15.426078066Z [inf]  2026-07-20T17:32:15+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899792
2026-07-20T17:32:15.447329881Z [inf]  2026-07-20T17:32:15+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7271515299 message_id=1452211 media=text
2026-07-20T17:32:15.447337115Z [inf]  2026-07-20T17:32:15+0000 | INFO     | aiogram.event | Update id=745899792 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:32:15.447342172Z [inf]  2026-07-20T17:32:15+0000 | INFO     | http | POST /webhook -> 200 (27.5ms)
2026-07-20T17:32:18.678330354Z [inf]  2026-07-20T17:32:18+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899793
2026-07-20T17:32:18.703870457Z [inf]  2026-07-20T17:32:18+0000 | INFO     | app.services.message_service | Stored new business message chat_id=948123629 message_id=1452212 media=text
2026-07-20T17:32:18.703875447Z [inf]  2026-07-20T17:32:18+0000 | INFO     | aiogram.event | Update id=745899793 is handled. Duration 29 ms by bot id=1162707887
2026-07-20T17:32:18.703879170Z [inf]  2026-07-20T17:32:18+0000 | INFO     | http | POST /webhook -> 200 (30.4ms)
2026-07-20T17:32:21.417868351Z [inf]  2026-07-20T17:32:21+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899794
2026-07-20T17:32:21.417875627Z [inf]  2026-07-20T17:32:21+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410873 media=text
2026-07-20T17:32:21.417879845Z [inf]  2026-07-20T17:32:21+0000 | INFO     | aiogram.event | Update id=745899794 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:32:21.417882967Z [inf]  2026-07-20T17:32:21+0000 | INFO     | http | POST /webhook -> 200 (24.6ms)
2026-07-20T17:33:01.219284101Z [inf]  2026-07-20T17:32:54+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899795
2026-07-20T17:33:01.219288467Z [inf]  2026-07-20T17:32:54+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26236 media=other
2026-07-20T17:33:01.219293316Z [inf]  2026-07-20T17:32:55+0000 | INFO     | aiogram.event | Update id=745899795 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:33:01.219296307Z [inf]  2026-07-20T17:32:55+0000 | INFO     | http | POST /webhook -> 200 (25.8ms)
2026-07-20T17:33:21.224995080Z [inf]  2026-07-20T17:33:13+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1529143076 message_id=1452213 media=text
2026-07-20T17:33:21.225009160Z [inf]  2026-07-20T17:33:13+0000 | INFO     | aiogram.event | Update id=745899796 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:33:21.225013189Z [inf]  2026-07-20T17:33:13+0000 | INFO     | http | POST /webhook -> 200 (25.5ms)
2026-07-20T17:33:21.225016221Z [inf]  2026-07-20T17:33:17+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899797
2026-07-20T17:33:21.225019700Z [inf]  2026-07-20T17:33:17+0000 | INFO     | app.services.message_service | Marked message deleted chat_id=7271515299 message_id=1452211
2026-07-20T17:33:21.225023157Z [inf]  2026-07-20T17:33:18+0000 | INFO     | aiogram.event | Update id=745899797 is handled. Duration 667 ms by bot id=1162707887
2026-07-20T17:33:21.225026872Z [inf]  2026-07-20T17:33:18+0000 | INFO     | http | POST /webhook -> 200 (669.1ms)
2026-07-20T17:33:21.225029976Z [inf]  2026-07-20T17:33:21+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899798
2026-07-20T17:33:21.225033105Z [inf]  2026-07-20T17:33:21+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410874 media=text
2026-07-20T17:33:21.225037164Z [inf]  2026-07-20T17:33:21+0000 | INFO     | aiogram.event | Update id=745899798 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:33:21.225041809Z [inf]  2026-07-20T17:33:21+0000 | INFO     | http | POST /webhook -> 200 (22.6ms)
2026-07-20T17:33:21.225138059Z [inf]  2026-07-20T17:33:13+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899796
2026-07-20T17:34:51.216702859Z [inf]  2026-07-20T17:34:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899799
2026-07-20T17:34:51.216706256Z [inf]  2026-07-20T17:34:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410875 media=text
2026-07-20T17:34:51.216709461Z [inf]  2026-07-20T17:34:48+0000 | INFO     | aiogram.event | Update id=745899799 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:34:51.216713266Z [inf]  2026-07-20T17:34:48+0000 | INFO     | http | POST /webhook -> 200 (27.1ms)
2026-07-20T17:35:21.020018698Z [inf]  2026-07-20T17:35:17+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899800
2026-07-20T17:35:21.020028185Z [inf]  2026-07-20T17:35:17+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1845738114 message_id=1452215 media=text
2026-07-20T17:35:21.020038032Z [inf]  2026-07-20T17:35:17+0000 | INFO     | aiogram.event | Update id=745899800 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:35:21.020051069Z [inf]  2026-07-20T17:35:17+0000 | INFO     | http | POST /webhook -> 200 (25.2ms)
2026-07-20T17:35:21.020058869Z [inf]  2026-07-20T17:35:18+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899801
2026-07-20T17:35:21.020067589Z [inf]  2026-07-20T17:35:18+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26237 media=text
2026-07-20T17:35:21.020074757Z [inf]  2026-07-20T17:35:18+0000 | INFO     | aiogram.event | Update id=745899801 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:35:21.020082518Z [inf]  2026-07-20T17:35:18+0000 | INFO     | http | POST /webhook -> 200 (27.3ms)
2026-07-20T17:35:41.013267693Z [inf]  2026-07-20T17:35:37+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899802
2026-07-20T17:35:41.013274360Z [inf]  2026-07-20T17:35:37+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26238 media=sticker
2026-07-20T17:35:41.013277876Z [inf]  2026-07-20T17:35:38+0000 | INFO     | aiogram.event | Update id=745899802 is handled. Duration 917 ms by bot id=1162707887
2026-07-20T17:35:41.013281362Z [inf]  2026-07-20T17:35:38+0000 | INFO     | http | POST /webhook -> 200 (917.8ms)
2026-07-20T17:35:41.013287050Z [inf]  2026-07-20T17:35:38+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899803
2026-07-20T17:35:41.013290932Z [inf]  2026-07-20T17:35:38+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899804
2026-07-20T17:35:41.013294134Z [inf]  2026-07-20T17:35:38+0000 | INFO     | app.services.message_service | Stored new business message chat_id=544652654 message_id=1997200 media=text
2026-07-20T17:35:41.013297951Z [inf]  2026-07-20T17:35:38+0000 | INFO     | aiogram.event | Update id=745899803 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:35:41.013301631Z [inf]  2026-07-20T17:35:38+0000 | INFO     | http | POST /webhook -> 200 (23.8ms)
2026-07-20T17:35:41.013306074Z [inf]  2026-07-20T17:35:38+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1159292840 message_id=1028655 media=text
2026-07-20T17:35:41.013309177Z [inf]  2026-07-20T17:35:38+0000 | INFO     | aiogram.event | Update id=745899804 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:35:41.013312871Z [inf]  2026-07-20T17:35:38+0000 | INFO     | http | POST /webhook -> 200 (23.3ms)
2026-07-20T17:35:41.013316182Z [inf]  2026-07-20T17:35:40+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899806
2026-07-20T17:35:41.013319749Z [inf]  2026-07-20T17:35:40+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899805
2026-07-20T17:35:41.014971132Z [inf]  2026-07-20T17:35:40+0000 | INFO     | app.services.message_service | Stored new business message chat_id=544652654 message_id=1997201 media=text
2026-07-20T17:35:41.014976021Z [inf]  2026-07-20T17:35:40+0000 | INFO     | aiogram.event | Update id=745899805 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:35:41.014979088Z [inf]  2026-07-20T17:35:40+0000 | INFO     | http | POST /webhook -> 200 (23.6ms)
2026-07-20T17:35:41.014981884Z [inf]  2026-07-20T17:35:40+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1159292840 message_id=1028656 media=text
2026-07-20T17:35:41.014986001Z [inf]  2026-07-20T17:35:40+0000 | INFO     | aiogram.event | Update id=745899806 is handled. Duration 29 ms by bot id=1162707887
2026-07-20T17:35:41.014989128Z [inf]  2026-07-20T17:35:40+0000 | INFO     | http | POST /webhook -> 200 (31.0ms)
2026-07-20T17:35:42.759047440Z [inf]  2026-07-20T17:35:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899808
2026-07-20T17:35:42.759049883Z [inf]  2026-07-20T17:35:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899807
2026-07-20T17:35:42.759052498Z [inf]  2026-07-20T17:35:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1159292840 message_id=1028657 media=text
2026-07-20T17:35:42.759055065Z [inf]  2026-07-20T17:35:42+0000 | INFO     | aiogram.event | Update id=745899808 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:35:42.759057770Z [inf]  2026-07-20T17:35:42+0000 | INFO     | http | POST /webhook -> 200 (25.5ms)
2026-07-20T17:35:42.759060192Z [inf]  2026-07-20T17:35:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=544652654 message_id=1997202 media=text
2026-07-20T17:35:42.759062742Z [inf]  2026-07-20T17:35:42+0000 | INFO     | aiogram.event | Update id=745899807 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:35:42.759065345Z [inf]  2026-07-20T17:35:42+0000 | INFO     | http | POST /webhook -> 200 (32.5ms)
2026-07-20T17:35:42.759067845Z [inf]  2026-07-20T17:35:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899809
2026-07-20T17:35:42.759070370Z [inf]  2026-07-20T17:35:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410877 media=photo
2026-07-20T17:35:43.759557810Z [inf]  2026-07-20T17:35:43+0000 | INFO     | aiogram.event | Update id=745899809 is handled. Duration 767 ms by bot id=1162707887
2026-07-20T17:35:43.759561686Z [inf]  2026-07-20T17:35:43+0000 | INFO     | http | POST /webhook -> 200 (768.2ms)
2026-07-20T17:35:49.032601458Z [inf]  2026-07-20T17:35:49+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899810
2026-07-20T17:35:49.046284700Z [inf]  2026-07-20T17:35:49+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26239 media=sticker
2026-07-20T17:35:49.071942168Z [inf]  2026-07-20T17:35:49+0000 | INFO     | aiogram.event | Update id=745899810 is handled. Duration 33 ms by bot id=1162707887
2026-07-20T17:35:49.071945222Z [inf]  2026-07-20T17:35:49+0000 | INFO     | http | POST /webhook -> 200 (35.5ms)
2026-07-20T17:35:49.375582907Z [inf]  2026-07-20T17:35:49+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899811
2026-07-20T17:35:49.375588542Z [inf]  2026-07-20T17:35:49+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899812
2026-07-20T17:35:49.391440732Z [inf]  2026-07-20T17:35:49+0000 | INFO     | app.services.message_service | Stored new business message chat_id=544652654 message_id=1997203 media=text
2026-07-20T17:35:49.397282241Z [inf]  2026-07-20T17:35:49+0000 | INFO     | aiogram.event | Update id=745899811 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:35:49.397288557Z [inf]  2026-07-20T17:35:49+0000 | INFO     | http | POST /webhook -> 200 (24.8ms)
2026-07-20T17:35:49.397291984Z [inf]  2026-07-20T17:35:49+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1159292840 message_id=1028658 media=text
2026-07-20T17:35:49.403633570Z [inf]  2026-07-20T17:35:49+0000 | INFO     | aiogram.event | Update id=745899812 is handled. Duration 27 ms by bot id=1162707887
2026-07-20T17:35:49.403640700Z [inf]  2026-07-20T17:35:49+0000 | INFO     | http | POST /webhook -> 200 (28.9ms)
2026-07-20T17:35:55.343113309Z [inf]  2026-07-20T17:35:55+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899813
2026-07-20T17:35:55.343120590Z [inf]  2026-07-20T17:35:55+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899814
2026-07-20T17:35:55.349247150Z [inf]  2026-07-20T17:35:55+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1159292840 message_id=1028659 media=text
2026-07-20T17:35:55.356215146Z [inf]  2026-07-20T17:35:55+0000 | INFO     | aiogram.event | Update id=745899814 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:35:55.356219876Z [inf]  2026-07-20T17:35:55+0000 | INFO     | http | POST /webhook -> 200 (28.0ms)
2026-07-20T17:35:55.356222725Z [inf]  2026-07-20T17:35:55+0000 | INFO     | app.services.message_service | Stored new business message chat_id=544652654 message_id=1997204 media=text
2026-07-20T17:35:55.362501046Z [inf]  2026-07-20T17:35:55+0000 | INFO     | aiogram.event | Update id=745899813 is handled. Duration 32 ms by bot id=1162707887
2026-07-20T17:35:55.362508152Z [inf]  2026-07-20T17:35:55+0000 | INFO     | http | POST /webhook -> 200 (34.4ms)
2026-07-20T17:36:00.168703811Z [inf]  2026-07-20T17:36:00+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899815
2026-07-20T17:36:00.186309781Z [inf]  2026-07-20T17:36:00+0000 | INFO     | app.services.message_service | Stored new business message chat_id=2008952758 message_id=1410880 media=photo
2026-07-20T17:36:01.234270302Z [inf]  2026-07-20T17:36:01+0000 | INFO     | aiogram.event | Update id=745899815 is handled. Duration 1072 ms by bot id=1162707887
2026-07-20T17:36:01.234274841Z [inf]  2026-07-20T17:36:01+0000 | INFO     | http | POST /webhook -> 200 (1072.7ms)
2026-07-20T17:36:21.300141008Z [inf]  2026-07-20T17:36:18+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899816
2026-07-20T17:36:21.300145563Z [inf]  2026-07-20T17:36:18+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899817
2026-07-20T17:36:21.300149577Z [inf]  2026-07-20T17:36:18+0000 | INFO     | app.services.message_service | Stored new business message chat_id=544652654 message_id=1997205 media=text
2026-07-20T17:36:21.300153550Z [inf]  2026-07-20T17:36:18+0000 | INFO     | aiogram.event | Update id=745899816 is handled. Duration 21 ms by bot id=1162707887
2026-07-20T17:36:21.300157159Z [inf]  2026-07-20T17:36:18+0000 | INFO     | http | POST /webhook -> 200 (22.9ms)
2026-07-20T17:36:21.300161265Z [inf]  2026-07-20T17:36:18+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1159292840 message_id=1028660 media=text
2026-07-20T17:36:21.300164610Z [inf]  2026-07-20T17:36:18+0000 | INFO     | aiogram.event | Update id=745899817 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:36:21.300169293Z [inf]  2026-07-20T17:36:18+0000 | INFO     | http | POST /webhook -> 200 (27.2ms)
2026-07-20T17:36:41.126603844Z [inf]  2026-07-20T17:36:33+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899818
2026-07-20T17:36:41.126607919Z [inf]  2026-07-20T17:36:33+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410884 media=text
2026-07-20T17:36:41.126611556Z [inf]  2026-07-20T17:36:33+0000 | INFO     | aiogram.event | Update id=745899818 is handled. Duration 26 ms by bot id=1162707887
2026-07-20T17:36:41.126614959Z [inf]  2026-07-20T17:36:33+0000 | INFO     | http | POST /webhook -> 200 (26.9ms)
2026-07-20T17:36:41.126618456Z [inf]  2026-07-20T17:36:35+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899819
2026-07-20T17:36:41.126621526Z [inf]  2026-07-20T17:36:35+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26240 media=text
2026-07-20T17:36:41.126624588Z [inf]  2026-07-20T17:36:35+0000 | INFO     | aiogram.event | Update id=745899819 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:36:41.126627271Z [inf]  2026-07-20T17:36:35+0000 | INFO     | http | POST /webhook -> 200 (54.7ms)
2026-07-20T17:37:11.164847609Z [inf]  2026-07-20T17:37:03+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899820
2026-07-20T17:37:11.164853438Z [inf]  2026-07-20T17:37:03+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1845738114 message_id=1452216 media=text
2026-07-20T17:37:11.164857547Z [inf]  2026-07-20T17:37:03+0000 | INFO     | aiogram.event | Update id=745899820 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:37:11.164860354Z [inf]  2026-07-20T17:37:03+0000 | INFO     | http | POST /webhook -> 200 (24.2ms)
2026-07-20T17:37:11.164863511Z [inf]  2026-07-20T17:37:09+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899821
2026-07-20T17:37:11.164866198Z [inf]  2026-07-20T17:37:09+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1845738114 message_id=1452217 media=text
2026-07-20T17:37:11.164868942Z [inf]  2026-07-20T17:37:09+0000 | INFO     | aiogram.event | Update id=745899821 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:37:11.164871788Z [inf]  2026-07-20T17:37:09+0000 | INFO     | http | POST /webhook -> 200 (25.4ms)
2026-07-20T17:37:40.747899322Z [inf]  2026-07-20T17:37:36+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899822
2026-07-20T17:37:40.747904258Z [inf]  2026-07-20T17:37:36+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7525787284 message_id=1018017 media=text
2026-07-20T17:37:40.747907689Z [inf]  2026-07-20T17:37:36+0000 | INFO     | aiogram.event | Update id=745899822 is handled. Duration 23 ms by bot id=1162707887
2026-07-20T17:37:40.747912494Z [inf]  2026-07-20T17:37:36+0000 | INFO     | http | POST /webhook -> 200 (24.1ms)
2026-07-20T17:37:41.897973307Z [inf]  2026-07-20T17:37:41+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899823
2026-07-20T17:37:41.903197754Z [inf]  2026-07-20T17:37:41+0000 | INFO     | app.services.message_service | Stored new business message chat_id=7942090257 message_id=1452218 media=text
2026-07-20T17:37:41.910346528Z [inf]  2026-07-20T17:37:41+0000 | INFO     | aiogram.event | Update id=745899823 is handled. Duration 37 ms by bot id=1162707887
2026-07-20T17:37:41.910349873Z [inf]  2026-07-20T17:37:41+0000 | INFO     | http | POST /webhook -> 200 (37.7ms)
2026-07-20T17:37:48.872178781Z [inf]  2026-07-20T17:37:48+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899824
2026-07-20T17:37:48.885670894Z [inf]  2026-07-20T17:37:48+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410886 media=text
2026-07-20T17:37:48.887303774Z [inf]  2026-07-20T17:37:48+0000 | INFO     | aiogram.event | Update id=745899824 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:37:48.887308613Z [inf]  2026-07-20T17:37:48+0000 | INFO     | http | POST /webhook -> 200 (25.1ms)
2026-07-20T17:37:53.942324390Z [inf]  2026-07-20T17:37:53+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899825
2026-07-20T17:37:53.966915949Z [inf]  2026-07-20T17:37:53+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410887 media=text
2026-07-20T17:37:53.966927362Z [inf]  2026-07-20T17:37:53+0000 | INFO     | aiogram.event | Update id=745899825 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:37:53.966931882Z [inf]  2026-07-20T17:37:53+0000 | INFO     | http | POST /webhook -> 200 (25.2ms)
2026-07-20T17:38:33.977403504Z [inf]  2026-07-20T17:38:23+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899826
2026-07-20T17:38:33.977409983Z [inf]  2026-07-20T17:38:24+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5279372307 message_id=26241 media=text
2026-07-20T17:38:33.977413695Z [inf]  2026-07-20T17:38:24+0000 | INFO     | aiogram.event | Update id=745899826 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:38:33.977419125Z [inf]  2026-07-20T17:38:24+0000 | INFO     | http | POST /webhook -> 200 (26.4ms)
2026-07-20T17:38:33.977422492Z [inf]  2026-07-20T17:38:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899827
2026-07-20T17:38:33.977426114Z [inf]  2026-07-20T17:38:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26242 media=text
2026-07-20T17:38:33.977431260Z [inf]  2026-07-20T17:38:28+0000 | INFO     | aiogram.event | Update id=745899827 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:38:33.977434886Z [inf]  2026-07-20T17:38:28+0000 | INFO     | http | POST /webhook -> 200 (24.6ms)
2026-07-20T17:38:33.977438396Z [inf]  2026-07-20T17:38:28+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899828
2026-07-20T17:38:33.977441976Z [inf]  2026-07-20T17:38:28+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410888 media=text
2026-07-20T17:38:33.977445699Z [inf]  2026-07-20T17:38:28+0000 | INFO     | aiogram.event | Update id=745899828 is handled. Duration 20 ms by bot id=1162707887
2026-07-20T17:38:33.977449749Z [inf]  2026-07-20T17:38:28+0000 | INFO     | http | POST /webhook -> 200 (22.4ms)
2026-07-20T17:38:33.977453620Z [inf]  2026-07-20T17:38:30+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899829
2026-07-20T17:38:33.977456922Z [inf]  2026-07-20T17:38:30+0000 | INFO     | app.services.message_service | Stored new business message chat_id=1326712848 message_id=1028661 media=text
2026-07-20T17:38:33.979171007Z [inf]  2026-07-20T17:38:30+0000 | INFO     | aiogram.event | Update id=745899829 is handled. Duration 28 ms by bot id=1162707887
2026-07-20T17:38:33.979174565Z [inf]  2026-07-20T17:38:30+0000 | INFO     | http | POST /webhook -> 200 (28.4ms)
2026-07-20T17:38:33.979177363Z [inf]  2026-07-20T17:38:31+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899830
2026-07-20T17:38:33.979180162Z [inf]  2026-07-20T17:38:31+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26243 media=text
2026-07-20T17:38:33.979182874Z [inf]  2026-07-20T17:38:31+0000 | INFO     | aiogram.event | Update id=745899830 is handled. Duration 25 ms by bot id=1162707887
2026-07-20T17:38:33.979186612Z [inf]  2026-07-20T17:38:31+0000 | INFO     | http | POST /webhook -> 200 (25.9ms)
2026-07-20T17:38:42.984022168Z [inf]  2026-07-20T17:38:42+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899831
2026-07-20T17:38:42.984025570Z [inf]  2026-07-20T17:38:42+0000 | INFO     | app.services.message_service | Stored new business message chat_id=94216436 message_id=26244 media=text
2026-07-20T17:38:42.984028231Z [inf]  2026-07-20T17:38:42+0000 | INFO     | aiogram.event | Update id=745899831 is handled. Duration 24 ms by bot id=1162707887
2026-07-20T17:38:42.984031090Z [inf]  2026-07-20T17:38:42+0000 | INFO     | http | POST /webhook -> 200 (25.4ms)
2026-07-20T17:38:44.130160276Z [inf]  2026-07-20T17:38:44+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899832
2026-07-20T17:38:44.164053939Z [inf]  2026-07-20T17:38:44+0000 | INFO     | app.services.message_service | Stored new business message chat_id=5206239564 message_id=1410889 media=text
2026-07-20T17:38:44.164058858Z [inf]  2026-07-20T17:38:44+0000 | INFO     | aiogram.event | Update id=745899832 is handled. Duration 30 ms by bot id=1162707887
2026-07-20T17:38:44.164062251Z [inf]  2026-07-20T17:38:44+0000 | INFO     | http | POST /webhook -> 200 (31.3ms)
2026-07-20T17:38:49.172414528Z [inf]  2026-07-20T17:38:49+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899833
2026-07-20T17:38:49.993935493Z [inf]  2026-07-20T17:38:49+0000 | INFO     | app.bot.commands | Sent /start greeting to chat_id=94216436
2026-07-20T17:38:49.993938638Z [inf]  2026-07-20T17:38:49+0000 | INFO     | aiogram.event | Update id=745899833 is handled. Duration 599 ms by bot id=1162707887
2026-07-20T17:38:49.993942122Z [inf]  2026-07-20T17:38:49+0000 | INFO     | http | POST /webhook -> 200 (600.9ms)
2026-07-20T17:38:53.083273248Z [inf]  2026-07-20T17:38:52+0000 | INFO     | app.routers.webhook | Received Telegram update update_id=745899834
2026-07-20T17:38:53.181873699Z [inf]  2026-07-20T17:38:53+0000 | INFO     | app.bot.commands | Sent /start greeting to chat_id=94216436
